id,name,singer,detected_key,confidence,first_chord,last_chord,num_chords,status,final_key
2000573,"על כל אלה (על הדבש ועל העוקץ)","נעמי שמר",C,1,C,C,131,ok,C
2000574,"חופים","חוה אלברשטיין",Em,1,Em,Em,61,ok,Em
2000575,"חולצה כחולה","הגבעטרון",Em,1,Em,Em,10,ok,Em
2000576,"במזרח זורח ורד","תנועות הנוער",Am,1,Am,Am,74,ok,Am
2000577,"למי אכפת מה שיהיה","הגבעטרון",Am,1,A,Am,86,ok,Am
2000578,"בדרך חזרה","אבי טולדנו",Am,1,F,Bbm,84,ok,Am
2000579,"אל הדרך","אילנית",Em,1,Am,Em,65,ok,Em
2000580,"הדרך אל הכפר","רבקה זוהר",Am,1,Dm,Am,127,ok,Am
2000581,"נחל תנינים","חוה אלברשטיין",Am,1,Am,Am,122,ok,Am
2000582,"בלדה על סוס (חלק 1)","חוה אלברשטיין",A,0.57,Dm,Am,99,ok,A
2000583,"בלדה על סוס (חלק 2)","חוה אלברשטיין",D,0.48,Gm,Am,101,low-confidence,D
2000584,"מגדים","עמנואל זמיר",Am,1,Am,Am,45,ok,Am
2000585,"דבקה החמור","עמנואל זמיר",Gm,0.56,Gm,F,53,ok,Gm
2000586,"שיר הנוקדים","הדודאים",Em,1,Em,Em,63,ok,Em
2000587,"מחנה זה עניין רב תועלת","תנועות הנוער",C,1,C,C,60,ok,C
2000588,"פנינו אל השמש העולה","תנועות הנוער",Em,1,Em,Em,46,ok,Em
2000589,"ערב שח","עמנואל זמיר",Am,1,Am,Am,18,ok,Am
2000590,"אילו ציפורים","להקת הנחל",C,1,C,Db,124,ok,C
2000591,"האמנם (את תלכי בשדה)","חוה אלברשטיין",Am,1,Am,Am,126,ok,Am
2000592,"משירי ארץ אהבתי (מכורה שלי)","חוה אלברשטיין",Am,1,F,Am,130,ok,Am
2000593,"הלילה הוא שירים","חוה אלברשטיין",G,0.59,Em,G,119,ok,G
2000594,"אני אוהב אותך לאה","צביקה פיק",Am,1,Am,Am,92,ok,Am
2000595,"בית אבי","יהורם גאון",Em,1,Em,Em,82,ok,Em
2000596,"נאסף תשרי","צביקה פיק",Em,1,Em,Fm,171,ok,Em
2000597,"אלף נשיקות","יהורם גאון",Em,1,Am,Em,121,ok,Em
2000598,"אומרים ישנה ארץ","נעמי שמר",C,0.52,C,Am,135,low-confidence,C
2000599,"תפתחי חלון","אליאב זוהר",Am,1,Am,Am,57,ok,Am
2000600,"לא נפסיק לשיר","יהורם גאון",E,0.85,Em,E,69,ok,E
2000601,"זמנים קטנים","טיפקס",Cm,1,Cm,G,113,ok,Cm
2000602,"בשנה הבאה","נעמי שמר",Am,1,Am,Am,84,ok,Am
2000603,"שיר ביתר","הבנימינים",F,1,F,F,60,ok,F
2000604,"מיכל","אליאב זוהר",Em,1,F#m,Em,60,ok,Em
2000605,"רגע נצחון","רבקה זוהר",Am,1,Am,Am,78,ok,Am
2000606,"שיר לחודש תשרי","דתיה בן דור",F#m,1,A,F#m,85,ok,F#m
2000607,"דרך המלך","גילי וגלית",C,1,C,C,115,ok,C
2000608,"אל בורות המים","נעמי שמר",Em,1,G,Em,109,ok,Em
2000609,"תן סימן","יושי",Cm,0.5,Cm,Bm,123,low-confidence,Cm
2000610,"מקום","חנן בן ארי",Dm,1,Dm,A,102,ok,Dm
2000611,"הימים עוברים","אברהם טל",C,1,C,C,70,ok,C
2000612,"Cada Dia","עידן רייכל",Cm,1,Cm,Cm,119,ok,Cm
2000613,"סטירת לחי","מתי כספי",F,0.65,Bb,C,75,ok,F
2000614,"ברחובות פריז","יאיר זיו",D,1,D,D,116,ok,D
2000615,"לתת ולקחת","שלמה ארצי ודודו טסה",D,1,D,D,130,ok,D
2000616,"שדות של אירוסים","שלמה ארצי",Am,1,Am,Am,104,ok,Am
2000617,"אני שומע שוב (שיר חייל)","שלמה ארצי",Em,1,Em,Em,169,ok,Em
2000618,"שישה","שלמה ארצי",G,0.67,F,C,111,ok,G
2000619,"שיר לערב חג","מירי אלוני",Gm,0.91,Gm,Abm,164,ok,Gm
2000620,"ריבים קטנים","הכבש השישה עשר",C,1,C,C,56,ok,C
2000621,"נפרדנו כך","נורית גלרון והראל סקעת",C,0.69,Fm,Em,137,ok,C
2000622,"גורל אחד","עפרה חזה",Bm,0.85,Em,Bm,112,ok,Bm
2000623,"שיר המטבחון","גיא רפפורט",C,1,C,C,61,ok,C
2000624,"פמלה","בועז שרעבי",Em,1,Em,Em,104,ok,Em
2000625,"אש","רמי קלינשטיין",G,1,G,G,105,ok,G
2000626,"שקופים","קרן פלס ורון בוחניק",Gm,1,Gm,Gm,123,ok,Gm
2000627,"קחי לך","ריטה ומשי קליינשטיין",Dm,0.7,Dm,Bb,82,ok,Dm
2000628,"הולכת איתך","נרקיס",Em,0.65,Em,D,71,ok,Em
2000629,"יחד","חלב ודבש",Am,1,Am,Am,70,ok,Am
2000630,"ברקים ורעמים","הכבש השישה עשר",G,1,G,G,190,ok,G
2000631,"לילה טוב","הכבש השישה עשר",C,1,C,C,41,ok,C
2000632,"יד ביד (ולב אל לב)","ילדי הפסטיגל",A,0.57,A,C,106,ok,A
2000633,"שיר לאהבה","גאיה ודין דין אביב",G,1,G,G,80,ok,G
2000634,"אבא שחור לבן","דני רובס",Am,0.83,Dm,Am,125,ok,Am
2000635,"אהובי","דניאל סלומון ודנה עדיני",F,0.7,Dm,F,104,ok,F
2000636,"לו יהי","נעמי שמר",Am,1,C,Am,119,ok,Am
2000637,"הימים שעוד נכונו לנו","חנן יובל ודודו אלהרר",C,1,C,C,117,ok,C
2000638,"גן הסתיו","אילנית",Bm,1,Em,Bm,143,ok,Bm
2000639,"יהיה טוב","דיוויד ברוזה",C,1,C,C,160,ok,C
2000640,"שיר תקווה","מירי מסיקה",Em,1,Em,Em,103,ok,Em
2000641,"שרק תחייך","יובל דיין",Bm,0.56,Bm,Em,98,ok,Bm
2000642,"כשתבוא","בועז שרעבי",Em,1,Em,Em,127,ok,Em
2000643,"שבורי לב","חנן בן ארי",Em,1,Em,Em,130,ok,Em
2000644,"יהיה טוב","יסמין מועלם",Bm,0.75,Bm,G,78,ok,Bm
2000645,"רקפות בין הסלעים","אריאל הורוביץ",Am,1,Am,Bbm,132,ok,Am
2000646,"אצלנו בגן","שי-לי עטרי",Cm,1,Fm,Ebm,119,ok,Cm
2000647,"רוח סתיו","אריק איינשטיין",Cm,0.69,Cm,Cm,84,ok,Cm
2000648,"מה עושות האיילות","אריק איינשטיין",Eb,0.39,Eb,G,116,low-confidence,Eb
2000649,"היי שקטה","ריקי גל",D,1,D,D,90,ok,D
2000650,"כל שעה נשיקה","חוה אלברשטיין",C,1,C,C,111,ok,C
2000651,"לצאת מדיכאון","יגל אושרי",F,0.62,Am,Bb,95,ok,F
2000652,"שיר לאמא","אלון עדר",C,1,C,C,119,ok,C
2000653,"בקצה ההר","גידי גוב",Em,1,Em,Em,118,ok,Em
2000654,"קול אחד","רועי נויפלד",Cm,1,Cm,Cm,86,ok,Cm
2000655,"שיר למעלות","עממי",Am,1,Am,Am,29,ok,Am
2000656,"מיכלי (רק מילים)","יאיר רוזנבלום ועוזי חיטמן",,,,,0,no-chords,
2000657,"שיר השוק","התרנגולים",Em,1,Em,Em,106,ok,Em
2000658,"מחרוזת פורים","עממי",Am,1,C,Am,121,ok,Am
2000659,"סימן שאתה צעיר","שלישיית גשר הירקון",C,1,C,C,93,ok,C
2000660,"שיר שמח","עממי",B,1,B,B,48,ok,B
2000661,"נערה ממש אוצר","עליזה עזיקרי",Am,1,Dm,Am,83,ok,Am
2000662,"מה אומרות עינייך","אסתר עופרים",Em,1,Em,Em,32,ok,Em
2000663,"שושנה שושנה","יפה ירקוני",C,1,C,C,48,ok,C
2000664,"לא תנצחו אותי","יהורם גאון",Am,1,Am,Am,114,ok,Am
2000665,"שאריות מעצמי","שיר לוי",Em,0.47,Dm,D,96,low-confidence,Em
2000666,"יוניקורן","נועה קירל",F#m,1,D,F#m,79,ok,F#m
2000667,"סהרה","טונה",Dm,0.89,Am,Bb,53,ok,Dm
2000668,"לך לישון","אנה זק",Am,1,Am,Am,44,ok,Am
2000669,"הזמן מרפא","איריס אברהם",Am,1,Am,Am,111,ok,Am
2000670,"בדרך אל האור","הדודאים",Am,0.57,C,Am,123,ok,Am
2000671,"אנחנו לא צריכים","שלמה ארצי",Am,1,Am,Am,129,ok,Am
2000672,"האור בקצה","אריק איינשטיין",Am,1,Am,Am,132,ok,Am
2000673,"הלאה","רבקה זוהר",Em,0.53,E,Em,84,low-confidence,Em
2000674,"אמן","ליאורה",C,1,C,D,104,ok,C
2000675,"השיר על הארץ","נורית גלרון",C,1,C,C,120,ok,C
2000676,"ג׳בל רוס","צוות הווי גולני",Dm,1,Dm,Dm,86,ok,Dm
2000677,"חום יולי אוגוסט","שלמה ארצי",F#m,1,F#m,F#m,135,ok,F#m
2000678,"נחמה","חוה אלברשטיין",Em,1,Em,Em,84,ok,Em
2000679,"ללכת שבי אחרייך","אילנית",F,0.65,Am,Bbm,96,ok,F
2000680,"בארץ הזאת","עוזי חיטמן",Em,1,Em,Em,142,ok,Em
2000681,"יש פרחים","להקת פיקוד מרכז",C,1,Ab,C,100,ok,C
2000682,"כשאהיה גדול (שוטי שוטי ספינתי)","להקת חיל הים",C#m,1,C#m,C#m,115,ok,C#m
2000683,"רונה","סמיר שוקרי",Em,1,Em,Em,72,ok,Em
2000684,"לבכות לך","אריק איינשטיין / אביב גפן",Em,1,Em,Em,80,ok,Em
2000685,"מי ידע שכך יהיה","בועז שרעבי",Am,1,Dm,Am,149,ok,Am
2000686,"מי שחלם","להקת גייסות השריון",Am,1,Am,Bm,131,ok,Am
2000687,"פה בארץ חמדת אבות","עממי",Em,1,Em,Em,33,ok,Em
2000688,"לחיי העם הזה","יהורם גאון",Am,1,Dm,Am,157,ok,Am
2000689,"חלום יעקב","עידן חיים דוד",Dm,1,Gm,Dm,67,ok,Dm
2000690,"בלדה ללוחם","יובל גורן ושניר אור לוי",,,,,0,no-chords,
2000691,"ארץ ערבה","גיא מזיג",Em,0.99,Em,Cm,125,ok,Em
2000692,"בדד","זוהר ארגוב",Em,1,Em,Fm,134,ok,Em
2000693,"שיר לנטע","ניר כנען",G,1,G,G,130,ok,G
2000694,"הנה ימים באים","אילנית",Em,1,Am,Em,86,ok,Em
2000695,"שינויי מזג האוויר","שלמה ארצי",F#m,1,F#m,F#m,65,ok,F#m
2000696,"מה יהיה מחר","פאר טסי",Am,1,Am,Am,106,ok,Am
2000697,"אחרי הנצח","פאר טסי",Am,1,Am,Am,130,ok,Am
2000698,"עם ישראל חי","אייל גולן",Am,1,Am,F,101,ok,Am
2000699,"עטלף עיוור","חנן בן ארי",Gm,0.96,Cm,Gm,70,ok,Gm
2000700,"תחזור","רוני דלומי",F,0.37,Bb,C,90,low-confidence,F
2000701,"ארים ראשי","שי גבסו",F#m,1,F#m,F#m,110,ok,F#m
2000702,"סליחה","מתי כספי",Dm,1,Gm,Dm,87,ok,Dm
2000703,"ונתנה תוקף","הגבעטרון",Am,1,A,Am,32,ok,Am
2000704,"שדות זרים","מוטי עזו",F,1,F,F,83,ok,F
2000705,"ילדונת","עוזי פוקס",Am,0.91,Am,E,79,ok,Am
2000706,"גחלת נעורים","יהודה חן הגדול",Em,1,Em,Em,74,ok,Em
2000707,"בובה זהבה","החלונות הגבוהים",Am,1,Am,Bb,32,ok,Am
2000708,"כל השבוע לך","החלונות הגבוהים",D,1,D,D,89,ok,D
2000709,"אילו כל האוהבים","הפרברים",Em,1,Em,Em,171,ok,Em
2000710,"כמה נעים","החלונות הגבוהים",D,1,D,D,67,ok,D
2000711,"עיר נמל","אייל גולן",Am,1,E,Am,92,ok,Am
2000712,"בשש או בשבע","השלושרים",Dm,1,Abm,Dm,97,ok,Dm
2000713,"איפה נטשה ופייר","השלושרים",Dm,0.66,Dm,Em,100,ok,Dm
2000714,"לוחמת","אייל גולן",Am,1,Am,Am,123,ok,Am
2000715,"יפה שלי","אייל גולן",Am,1,Dm,Am,115,ok,Am
2000716,"דמעות","אייל גולן",Am,1,Am,Am,90,ok,Am
2000717,"אם יש גן עדן","אייל גולן",Am,1,Am,Am,93,ok,Am
2000718,"הלב שלי","ישי ריבו",Am,1,Am,Am,110,ok,Am
2000719,"תמיד אוהב אותי","ששון שאולוב",Am,1,Am,Am,120,ok,Am
2000720,"אנשים טובים","נעמי שמר",C,0.82,Am,C,112,ok,C
2000721,"ולס להגנת הצומח","להקת הנחל",C,1,C,C,127,ok,C
2000722,"אח יא ראב","זאב רווח",C,0.86,Cm,C,105,ok,C
2000723,"מקהלה עליזה","חוה אלברשטיין",C,0.87,C,C,84,ok,C
2000724,"ממך עד אליי","חנן בן ארי",Cm,1,Cm,Gm,83,ok,Cm
2000725,"צדיק כתמר יפרח","עממי",Em,1,Em,Em,21,ok,Em
2000726,"בארץ אהבתי","רוחמה רז",Dm,1,Dm,Dm,132,ok,Dm
2000727,"גיבור על","יובל המבולבל",D,1,D,Eb,84,ok,D
2000728,"אין לי ארץ אחרת","גלי עטרי",Dm,1,Dm,Dm,67,ok,Dm
2000729,"חופשי ומאושר","בועז שרעבי",Em,0.87,Em,G,79,ok,Em
2000730,"מחוזקים לעולם","אברהם טל",G,1,G,G,93,ok,G
2000731,"לנצח נשאר","אמיר פיי גוטמן",Am,0.5,Am,Bm,66,low-confidence,Am
2000732,"יש לי יום יום חג","נעמי שמר",Am,1,Am,Bm,133,ok,Am
2000733,"ניצנים נראו בארץ","הגבעטרון",Am,1,Am,Am,34,ok,Am
2000734,"שמרי לי על המנגינה","יהורם גאון",Am,1,Am,Am,113,ok,Am
2000735,"ים השיבולים","הגבעטרון",Am,0.92,Dm,E,139,ok,Am
2000736,"מה אברך","רבקה זוהר",Am,0.85,Am,Bbm,151,ok,Am
2000737,"אתה לבד","דני סנדרסון",Am,1,Am,D,74,ok,Am
2000738,"החול יזכור","חוה אלברשטיין",Am,0.95,F,Am,92,ok,Am
2000739,"אנחנו מאותו הכפר","להקת פיקוד מרכז",Am,1,Am,Am,147,ok,Am
2000740,"הביתה","ירדנה ארזי",Am,1,Am,Am,122,ok,Am
2000741,"גיבור של אמא","משה פרץ",Am,1,Am,Am,128,ok,Am
2000742,"שלום כיתה א׳","תיקי דיין",C,1,C,Cm,143,ok,C
2000743,"רחוב סומסום","יוני רכטר",E,0.78,E,E,65,ok,E
2000744,"בלי סודות","בלי סודות",G,1,G,G,44,ok,G
2000745,"יש לי אהוב בסיירת חרוב","להקת פיקוד מרכז",Bm,0.37,G,Bm,112,low-confidence,Bm
2000746,"איריסים","עפרה חזה",A,0.46,A,Bb,85,low-confidence,A
2000747,"השר משה מונטיפיורי","יהורם גאון",G,1,G,Em,273,ok,G
2000748,"יצאנו אט","אריק איינשטיין",Cm,0.8,G,C,80,ok,Cm
2000749,"הכל זהב","התרנגולים",Am,1,Am,Am,146,ok,Am
2000750,"אם בחיים לא נאהב","דני סנדרסון",Cm,1,F,Cm,119,ok,Cm
2000751,"קפה טורקי","אריק איינשטיין",D,1,F,D,98,ok,D
2000752,"איזבל","עקיבא נוף",Am,1,Am,Am,155,ok,Am
2000753,"בשעה שכזאת","אריק סיני",Cm,1,Cm,Cm,111,ok,Cm
2000754,"היושבת בשורה הראשונה","השלושרים",D,1,C,D,77,ok,D
2000755,"התחדשות (אחרי החגים)","עפרה חזה",C,1,C,C,158,ok,C
2000756,"תודה","חיים משה",Em,1,Em,Em,80,ok,Em
2000757,"אמן על הילדים","חנן בן ארי",Am,1,Dm,Am,93,ok,Am
2000758,"כותל המזרח","אביבה אבידן ודקלון",Am,1,Am,Am,73,ok,Am
2000759,"בשדות בית לחם","הדודאים",Em,1,Em,Em,83,ok,Em
2000760,"תפוח חינני","הדודאים",D,1,D,D,34,ok,D
2000761,"כיבוי אורות (למדבר)","הדודאים",Bm,1,Bm,Bm,112,ok,Bm
2000762,"הכל עד לכאן","עמיר בניון",Em,1,C,Em,132,ok,Em
2000763,"רקמה אנושית אחת","חוה אלברשטיין",C,1,C,C,142,ok,C
2000764,"עוד יום","גלי עטרי",D,1,Am,D,125,ok,D
2000765,"כל כך מוכר","מרגלית צנעני",Em,1,Em,Em,79,ok,Em
2000766,"אתן לך","אייל גולן",Am,1,F,Am,78,ok,Am
2000767,"יא מאמא","שמעון בוסקילה",Em,1,G,Em,105,ok,Em
2000768,"הרבה פנים","רמי קלינשטיין",Am,0.36,Dm,Am,97,low-confidence,Am
2000769,"הליכה לקיסריה","חנה סנש",Cm,1,Cm,Cm,31,ok,Cm
2000770,"ישמחו השמיים","עממי",Em,1,Em,B,24,ok,Em
2000771,"יברכך","צמד רעים",Dm,1,Dm,Dm,31,ok,Dm
2000772,"תנו לי רוקנרול","תיסלם",C,1,C,C,88,ok,C
2000773,"לא טוב היות האדם לבדו","יהודית רביץ",F,0.92,F,F,97,ok,F
2000774,"איך זה שכוכב","מתי כספי",Am,0.68,C,A,96,ok,Am
2000775,"שיר עם נקי","מתי כספי",Fm,1,Eb,Fm,163,ok,Fm
2000776,"רומנטיקה","צביקה פיק",G,1,G,A,95,ok,G
2000777,"מדע בדיוני","אייל גולן",Am,1,Am,Am,93,ok,Am
2000778,"עוף מוזר","פאר טסי",Em,1,Em,Em,91,ok,Em
2000779,"תוכו רצוף אהבה","ישי ריבו",Em,0.41,C,D,122,low-confidence,Em
2000780,"רוז","פאר טסי",G,0.35,Em,G,83,low-confidence,G
2000781,"שלושים ושמונה","פאר טסי",Am,0.37,Am,B,84,low-confidence,Am
2000782,"רחוק מכולם","עומר אדם",F,0.4,F,Em,126,low-confidence,F
2000783,"לילות וקללות","עומר אדם",A,0.9,F#m,A,55,ok,A
2000784,"אהבה חולה","פאר טסי",Am,1,Am,E,52,ok,Am
2000785,"הלוואי","חנן בן ארי ופאר טסי",C,1,C,C,89,ok,C
2000786,"אהבה","אושר כהן",Am,0.47,F,G,55,low-confidence,Am
2000787,"רוקד עם הכאב","פאר טסי",Am,1,Am,F,107,ok,Am
2000788,"קחי לך זמן","יציאת חירום",G,0.4,Am,Am,109,low-confidence,G
2000789,"יש לך אותך","מירי מסיקה ומיקה משה",C#m,1,C#m,Em,99,ok,C#m
2000790,"מישהו איתי כאן","בניה ברבי",Dm,1,Dm,Dm,86,ok,Dm
2000791,"חלומות מתגשמים","צביקה פיק",A,0.38,Am,Bm,103,low-confidence,A
2000792,"רולקס וקסקט","עדן בן זקן",Dm,1,Dm,Dm,72,ok,Dm
2000793,"אחלום לנצח","מופע הארנבות של דוקטור קספר",Am,1,Am,Am,83,ok,Am
2000794,"שלח לי מלאך","משינה",F#m,0.38,F#m,F#m,93,low-confidence,F#m
2000795,"חיוכים","חוה אלברשטיין",Em,1,Am,Em,92,ok,Em
2000796,"מחר","נעמי שמר",Dm,1,Dm,Dm,88,ok,Dm
2000797,"חורשת האקליפטוס","נעמי שמר",Dm,1,Dm,Dm,130,ok,Dm
2000798,"רנה","אריאל הורוביץ",Am,0.93,Am,Bm,111,ok,Am
2000799,"ערב של שושנים","הפרברים",Em,1,Em,Em,66,ok,Em
2000800,"ערב של שושנים","הדודאים",Em,1,Em,Em,67,ok,Em
3000001,"You've Got to Hide Your Love Away","The Beatles",G,1,G,G,109,ok,G
3000002,"Help","The Beatles",A,1,Bm,A,70,ok,A
3000003,"Time Of Your Life","Green Day",G,1,G,G,109,ok,G
3000004,"Jealous Guy","John Lennon",G,1,G,G,132,ok,G
3000005,"Everybody hurts","REM",D,0.72,D,G,119,ok,D
3000006,"Space Oddity","David Bowie",Am,0.53,F,E,104,low-confidence,Am
3000007,"Nights in White Satin","Moody Blues",Em,1,Em,Em,102,ok,Em
3000008,"One","U2",Am,0.55,Am,C,83,ok,Am
3000009,"Angie","The Rolling Stones",C,0.69,Am,C,155,ok,C
3000010,"Everything For Free","K's Choise",Bm,1,Bm,Bm,117,ok,Bm
3000011,"Happy Together","Turtles",Em,1,Em,E,69,ok,Em
3000012,"Let it Be","The Beatles",C,1,C,C,177,ok,C
3000013,"In The Ghetto","Elvis Presley",A,0.95,A,A,174,ok,A
3000014,"Romeo and Juliet","Dire Straits",F,1,F,C,191,ok,F
3000015,"House Of The Rising Sun","The Animals",Am,1,Am,Am,171,ok,Am
3000016,"Heaven","Bryan Adams",C,0.8,C,G,153,ok,C
3000017,"Dust in The Wind","Kansas",Am,0.85,C,A,130,ok,Am
3000018,"Long Train Running","The Doobie Brothers",Am,1,Am,Am,44,ok,Am
3000019,"He ain't Heavy, He's my Brother","The Hollies",G,1,G,D,100,ok,G
3000020,"Sister Golden Hair","America",E,1,C#m,E,97,ok,E
3000021,"Comfortably Numb","Pink Floyd",Bm,0.41,Bm,Bm,98,low-confidence,Bm
3000022,"Wish You Were Here","Pink Floyd",Em,0.45,Em,G,74,low-confidence,Em
3000023,"Across the Universe","The Beatles",D,1,D,D,58,ok,D
3000024,"Eternal Flame","Bangles",G,0.93,G,Am,138,ok,G
3000025,"Wuthering Heights","Kate Bush",Db,0.47,A,F#,129,low-confidence,Db
3000026,"What's Up","4 Non Blondes",G,1,G,G,82,ok,G
3000027,"Hero","Chad Kroeger & Josey Scott",E,0.46,Abm,B,67,low-confidence,E
3000028,"Ironic","Alanis Morissette",D,0.59,C,C,134,ok,D
3000029,"Daniel","Elton John",C,1,C,C,102,ok,C
3000030,"Goodbye Yellow Brick Road","Elton john",F,1,F,F,124,ok,F
3000031,"Zombie","Cranberries",Em,1,Em,Em,107,ok,Em
3000033,"Trouble","Coldplay",F,0.31,F,Am,113,low-confidence,F
3000039,"Something","The Beatles",C,0.44,F,C,78,low-confidence,C
3000040,"I Want to Hold Your Hand","The Beatles",G,1,C,G,117,ok,G
3000041,"The Night Before","The Beatles",D,1,D,D,106,ok,D
3000042,"And I Love Her","The Beatles",F#m,0.46,F#m,D,69,low-confidence,F#m
3000043,"I Saw Her Standing There","The Beatles",E,1,E,E,85,ok,E
3000044,"Come Together","The Beatles",Dm,1,Dm,Dm,62,ok,Dm
3000045,"Ziggy Stardust","David Bowie",G,1,G,G,101,ok,G
3000046,"Proud Mary","Creedence Clearwater Revival",D,1,C,D,136,ok,D
3000047,"Day Tripper","The Beatles",E,1,E,E,53,ok,E
3000048,"Born To Be Wild","Steppenwolf",E,1,E,E,101,ok,E
3000049,"Under The Bridge","Red Hot Chilli Peppers",G,0.79,C,G,180,ok,G
3000050,"Easy Like Sunday Morning","Faith No More",G,0.95,G,G,86,ok,G
3000051,"Sad Lisa","Cat Stevens",Em,1,Em,Em,136,ok,Em
3000054,"Bird of Paradise","Snowy White",Dm,1,Dm,Dm,121,ok,Dm
3000055,"More Than Words","Exterme",G,1,G,G,167,ok,G
3000056,"Bridge Over Troubled Water","Simon and Garfunkel",C,1,C,C,162,ok,C
3000065,"Life on Mars","David Bowie",A,0.74,E,A,98,ok,A
3000066,"Hallelujah","Leonard Cohen",C,1,C,C,95,ok,C
3000067,"Creep","Radiohead",G,1,G,G,45,ok,G
3000069,"Eye in The Sky","The Alan Parsons Project",Bm,0.94,Bm,G,77,ok,Bm
3000070,"Karma Police","Radiohead",G,0.4,Am,Bm,150,low-confidence,G
3000071,"Can't Help Falling in Love","Elvis Presley",D,1,D,D,95,ok,D
3000075,"Sweet Child of Mine","Guns N Roses",D,0.95,D,Em,84,ok,D
3000076,"Knocking on Heaven's Door","Guns N Roses",G,0.34,G,C,128,low-confidence,G
3000077,"Crazy","Ninet & Red Band",Dm,1,Dm,Em,42,ok,Dm
3000079,"Secret Smile","Semisonic",F,0.32,Am,F,70,low-confidence,F
3000080,"Against All Odds","Phil Collins",G,1,Dm,G,81,ok,G
3000081,"Will You?","Hazel O'Connor",Dm,1,Dm,Dm,157,ok,Dm
3000083,"Hotel California","Eagles",Am,1,Am,E,64,ok,Am
3000085,"Vincent","Don McLean",G,1,G,G,108,ok,G
3000086,"Speed of Sound","Coldplay",G,0.35,A,G,118,low-confidence,G
3000091,"A Whole New World","Aladdin",D,0.53,D,F,106,low-confidence,D
3000094,"Blue Suede Shoes","Elvis Presley",A,1,A,A,95,ok,A
3000096,"Africa - guitar only","Toto",Bm,0.53,G,Bm,196,low-confidence,Bm
3000097,"Make You Feel My Love","Adele",A,1,A,A,77,ok,A
3000098,"Every Breath You Take","The Police",G,1,G,G,76,ok,G
3000099,"California Dreamin'","The Mamas & The Papas",Dm,1,Dm,Dm,107,ok,Dm
3000100,"The Sound of Silence","Simon and Garfunkel",Dm,1,Dm,Dm,61,ok,Dm
3000101,"Nobody's Wife","Anouk",G,0.39,Em,G,159,low-confidence,G
3000102,"Sultans of Swing","Dire Straits",Dm,1,Dm,C,232,ok,Dm
3000103,"Californication ","Red Hot Chili Peppers",Am,1,Am,Dm,161,ok,Am
3000104,"Psycho killer","Talking Heads",Am,1,Am,Am,86,ok,Am
3000105,"Waterfalls","TLC",G,0.61,D,G,4,ok,G
3000106,"Summer of 69","Bryan Adams",D,1,D,D,73,ok,D
3000107,"Wonderwall","Oasis",Em,1,Em,Em,162,ok,Em
3000108,"Road Trippin'","Red Hot Chili Peppers",Em,1,Em,Em,130,ok,Em
3000109,"Losing My Religion","REM",Am,1,F,Am,71,ok,Am
3000110,"Nothing Else Matters","Metallica",Em,1,Em,Em,175,ok,Em
3000111,"Fly Away","Lenny Kraviz",G,0.58,A,A,121,ok,G
3000112,"The Power of Love","Frankie Goes to Hollywood",Fm,1,Fm,Fm,77,ok,Fm
3000113,"Lithium","Nirvana",D,0.76,D,D,253,ok,D
3000114,"Poison","Alice Cooper",Dm,1,D,Dm,193,ok,Dm
3000115,"Purple Rain","Prince",Bb,1,Bb,Eb,52,ok,Bb
3000116,"Back on the Chain Gang","The Pretenders",A,0.53,D,E,145,low-confidence,A
3000117,"Valerie","Amy Winehouse",D,1,D,D,61,ok,D
3000118,"Heal the World","Michael Jackson",A,0.52,A,Db,176,low-confidence,A
3000119,"I'm Still Standing","Elton John",A,0.82,Am,A,109,ok,A
3000120,"Out Here On My Own","Nikka Costa",G,1,G,G,64,ok,G
3000121,"The River","Bruce Springsteen",Em,0.64,Em,C,134,ok,Em
3000122,"I Got My Mind Set On You","George Harrison",E,1,C#m,E,129,ok,E
3000123,"Cats In The Cradle","Ugly Kid Joe",D,0.59,D,D,162,ok,D
3000124,"Beautiful","Christina Aguilera",D,1,D,D,81,ok,D
3000125,"Africa","Toto",G,0.45,G,Bm,196,low-confidence,G
3000126,"Come As You Are","Nirvana",Em,1,Em,Em,95,ok,Em
3000127,"The Man Who Sold The World","Nirvana",F,1,F,F,82,ok,F
3000128,"All By Myself","Eric Carmen",F,1,F,F,105,ok,F
3000129,"Walking On Sunshine","Katrina & The Waves",A,1,A,A,155,ok,A
3000130,"Summer Nights","Grease Soundtrack",D,1,D,D,204,ok,D
3000131,"I Guess That's Why They Call It The Blues","Elton John",C,1,C,C,171,ok,C
3000132,"Need You Now","Lady Antebellum",C#m,0.41,A,Abm,66,low-confidence,C#m
3000133,"Radio","The Corrs",D,0.87,A,D,124,ok,D
3000134,"She's Always a Woman","Billy Joel",D,1,D,D,138,ok,D
3000135,"Fade Into You","Mazzy Star",Bm,0.58,A,Bm,106,ok,Bm
3000136,"Border Song","Elton John",C,1,C,G,142,ok,C
3000137,"Imagine","John Lennon",C,1,C,C,109,ok,C
3000138,"Let It Go","Frozen",Em,0.33,Em,C,104,low-confidence,Em
3000139,"Lovely Day","Bill Withers",E,0.91,E,Bm,109,ok,E
3000140,"Stairway to Heaven","Led Zepelin",Am,1,Am,F,241,ok,Am
3000141,"Don't Speak","No Doubt",Cm,0.3,Cm,C,169,low-confidence,Cm
3000142,"Weather With You","Crowded House",A,0.97,Em,D,93,ok,A
3000143,"Tears in Heaven","Eric Clapton",A,1,A,A,142,ok,A
